,Original Sentence,Lemmatized_text,Stemmed_text
1415,Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus,"[['Google', 'release', '50', 'new', 'feature', 'for', 'presentation', 'in', 'Google', 'Docs:', 'Google', 'is', 'rolling', 'out', 'a', 's...', 'http://t.co/HkCBc7pm', '#google+', '#googleplus']]","[['googl', 'releas', '50', 'new', 'featur', 'for', 'present', 'in', 'googl', 'docs:', 'googl', 'is', 'roll', 'out', 'a', 's...', 'http://t.co/hkcbc7pm', '#google+', '#googleplu']]"
1416,My next phone samsung galaxy nexus. Ice cream sandwich 4.0. #android #google http://t.co/mjYSLzie,"[['My', 'next', 'phone', 'samsung', 'galaxy', 'nexus.', 'Ice', 'cream', 'sandwich', '4.0.', '#android', '#google', 'http://t.co/mjYSLzie']]","[['my', 'next', 'phone', 'samsung', 'galaxi', 'nexus.', 'ice', 'cream', 'sandwich', '4.0.', '#android', '#googl', 'http://t.co/mjyslzi']]"
1417,Ice Cream Sandwich Android: #IceCreamSandwichAndroid  #Ice #Cream #Sandwich #Android http://t.co/pVRaHhxR #google #youtube,"[['Ice', 'Cream', 'Sandwich', 'Android:', '#IceCreamSandwichAndroid', '#Ice', '#Cream', '#Sandwich', '#Android', 'http://t.co/pVRaHhxR', '#google', '#youtube']]","[['ice', 'cream', 'sandwich', 'android:', '#icecreamsandwichandroid', '#ice', '#cream', '#sandwich', '#android', 'http://t.co/pvrahhxr', '#googl', '#youtub']]"
1418,"RT @fucktec: #Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/RajAK9P2","[['RT', '@fucktec:', '#Google', 'confirms', '#Nexus', 'S', 'will', 'get', '#Ice_Cream_Sandwich', '--', 'for', 'real', 'this', 'time', '(#Gingerbread', 'devices,', 'too)', 'http://t.co/RajAK9P2']]","[['rt', '@fucktec:', '#googl', 'confirm', '#nexu', 's', 'will', 'get', '#ice_cream_sandwich', '--', 'for', 'real', 'thi', 'time', '(#gingerbread', 'devices,', 'too)', 'http://t.co/rajak9p2']]"
1419,"I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS.","[[""I'm"", 'not', 'a', 'window', 'phone', 'fan,', 'but', ""I'm"", 'a', '#Metro', 'UI', 'fan,', 'which,', 'IMO,', 'ha', 'been', 'fortunately', '(or', 'sadly)', 'copied', 'by', '#Google', 'into', '#ICS.']]","[[""i'm"", 'not', 'a', 'window', 'phone', 'fan,', 'but', ""i'm"", 'a', '#metro', 'ui', 'fan,', 'which,', 'imo,', 'ha', 'been', 'fortun', '(or', 'sadly)', 'copi', 'by', '#googl', 'into', '#ics.']]"
1420,RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB  #SocialMedia,"[['RT', '@LCmediaHouse:', '#Google', 'v', 'Facebook:', 'Get', 'the', 'Whole', 'Picture', 'for', 'Your', 'Marketing', 'http://t.co/tm2xaijB', '#SocialMedia']]","[['rt', '@lcmediahouse:', '#googl', 'vs', 'facebook:', 'get', 'the', 'whole', 'pictur', 'for', 'your', 'market', 'http://t.co/tm2xaijb', '#socialmedia']]"
1421,I have been watching Captain American movie I will give you what I think of #Google Ice Cream Sandwich going to watch it now,"[['I', 'have', 'been', 'watching', 'Captain', 'American', 'movie', 'I', 'will', 'give', 'you', 'what', 'I', 'think', 'of', '#Google', 'Ice', 'Cream', 'Sandwich', 'going', 'to', 'watch', 'it', 'now']]","[['i', 'have', 'been', 'watch', 'captain', 'american', 'movi', 'i', 'will', 'give', 'you', 'what', 'i', 'think', 'of', '#googl', 'ice', 'cream', 'sandwich', 'go', 'to', 'watch', 'it', 'now']]"
1422,#google #galaxy #nexus intro video #samsung #ICS #android #4 http://t.co/tOGMpP8I,"[['#google', '#galaxy', '#nexus', 'intro', 'video', '#samsung', '#ICS', '#android', '#4', 'http://t.co/tOGMpP8I']]","[['#googl', '#galaxi', '#nexu', 'intro', 'video', '#samsung', '#ic', '#android', '#4', 'http://t.co/togmpp8i']]"
1423,#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google,"[['#Samsung', '#Galaxy', '#Nexus', 'hands-on', '(video)', 'http://t.co/9MNNerc5', '#mobile', '#android4', '#galaxynexus', '#google']]","[['#samsung', '#galaxi', '#nexu', 'hands-on', '(video)', 'http://t.co/9mnnerc5', '#mobil', '#android4', '#galaxynexu', '#googl']]"
1424,"#Samsung #Google announce new phone and then the #Apple #AppleStore goes down.

A little strange or am I reading too much into this?","[['#Samsung', '#Google', 'announce', 'new', 'phone', 'and', 'then', 'the', '#Apple', '#AppleStore', 'go', 'down.', 'A', 'little', 'strange', 'or', 'am', 'I', 'reading', 'too', 'much', 'into', 'this?']]","[['#samsung', '#googl', 'announc', 'new', 'phone', 'and', 'then', 'the', '#appl', '#applestor', 'goe', 'down.', 'a', 'littl', 'strang', 'or', 'am', 'i', 'read', 'too', 'much', 'into', 'this?']]"
1425,Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google,"[['Fight:', 'Galaxy', 'Nexus', 'vs.', 'Droid', 'RAZR', 'vs.', 'iPhone', '4S', 'http://t.co/P3qHh63d', '#Android', '#iPhone', '#Google']]","[['fight:', 'galaxi', 'nexu', 'vs.', 'droid', 'razr', 'vs.', 'iphon', '4s', 'http://t.co/p3qhh63d', '#android', '#iphon', '#googl']]"
1426,"Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mobile blog)
Beaming a vi... http://t.co/Q2mvqxJf #google","[['Unwrapping', 'Ice', 'Cream', 'Sandwich', 'on', 'the', 'Galaxy', 'Nexus:', '(Cross-posted', 'on', 'the', 'Google', 'Mobile', 'blog)', 'Beaming', 'a', 'vi...', 'http://t.co/Q2mvqxJf', '#google']]","[['unwrap', 'ice', 'cream', 'sandwich', 'on', 'the', 'galaxi', 'nexus:', '(cross-post', 'on', 'the', 'googl', 'mobil', 'blog)', 'beam', 'a', 'vi...', 'http://t.co/q2mvqxjf', '#googl']]"
1427,#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/0PkK7J5D #harshgandhitk,"[['#Google', '#News:', 'Unwrapping', 'Ice', 'Cream', 'Sandwich', 'on', 'the', 'Galaxy', 'Nexus:', '(Cross-posted', 'on', 'the', 'Google', 'Mob...', 'http://t.co/0PkK7J5D', '#harshgandhitk']]","[['#googl', '#news:', 'unwrap', 'ice', 'cream', 'sandwich', 'on', 'the', 'galaxi', 'nexus:', '(cross-post', 'on', 'the', 'googl', 'mob...', 'http://t.co/0pkk7j5d', '#harshgandhitk']]"
1428,#Google #News: Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mob... http://t.co/AgC6PCz7 #harshgandhitk,"[['#Google', '#News:', 'Unwrapping', 'Ice', 'Cream', 'Sandwich', 'on', 'the', 'Galaxy', 'Nexus:', '(Cross-posted', 'on', 'the', 'Google', 'Mob...', 'http://t.co/AgC6PCz7', '#harshgandhitk']]","[['#googl', '#news:', 'unwrap', 'ice', 'cream', 'sandwich', 'on', 'the', 'galaxi', 'nexus:', '(cross-post', 'on', 'the', 'googl', 'mob...', 'http://t.co/agc6pcz7', '#harshgandhitk']]"
1429,On Google+ then go here http://t.co/AwDFxDcI #GPlus #Googleplus #Google #teamfollowback #socialnetwork,"[['On', 'Google+', 'then', 'go', 'here', 'http://t.co/AwDFxDcI', '#GPlus', '#Googleplus', '#Google', '#teamfollowback', '#socialnetwork']]","[['on', 'google+', 'then', 'go', 'here', 'http://t.co/awdfxdci', '#gplu', '#googleplu', '#googl', '#teamfollowback', '#socialnetwork']]"
1430,#Android #Google Download: Android 4.0 Ice Cream Sandwich SDK System Dump http://t.co/VyyAsBM6 #DhilipSiva,"[['#Android', '#Google', 'Download:', 'Android', '4.0', 'Ice', 'Cream', 'Sandwich', 'SDK', 'System', 'Dump', 'http://t.co/VyyAsBM6', '#DhilipSiva']]","[['#android', '#googl', 'download:', 'android', '4.0', 'ice', 'cream', 'sandwich', 'sdk', 'system', 'dump', 'http://t.co/vyyasbm6', '#dhilipsiva']]"
1431,"#Android #Google Nexus Site Updated With ICS and Galaxy Nexus, Register to be Notified http://t.co/GHPDQALt #DhilipSiva","[['#Android', '#Google', 'Nexus', 'Site', 'Updated', 'With', 'ICS', 'and', 'Galaxy', 'Nexus,', 'Register', 'to', 'be', 'Notified', 'http://t.co/GHPDQALt', '#DhilipSiva']]","[['#android', '#googl', 'nexu', 'site', 'updat', 'with', 'ic', 'and', 'galaxi', 'nexus,', 'regist', 'to', 'be', 'notifi', 'http://t.co/ghpdqalt', '#dhilipsiva']]"
1432,#Android #Google Official Promo Video Reveals Verizon Wireless Destination http://t.co/xKH7UGY4 #DhilipSiva,"[['#Android', '#Google', 'Official', 'Promo', 'Video', 'Reveals', 'Verizon', 'Wireless', 'Destination', 'http://t.co/xKH7UGY4', '#DhilipSiva']]","[['#android', '#googl', 'offici', 'promo', 'video', 'reveal', 'verizon', 'wireless', 'destin', 'http://t.co/xkh7ugy4', '#dhilipsiva']]"
1433,#google's galaxy #nexus just came out with #anroid4.0. http://t.co/p5kuIoox,"[[""#google's"", 'galaxy', '#nexus', 'just', 'came', 'out', 'with', '#anroid4.0.', 'http://t.co/p5kuIoox']]","[[""#google'"", 'galaxi', '#nexu', 'just', 'came', 'out', 'with', '#anroid4.0.', 'http://t.co/p5kuioox']]"
1434,RT @EcommNewsUpdate Steve Yegge's Google Plus Rant - Google's Pathetic Afterthought http://t.co/4Tt5OsvN #blog #facebook #google #googleplus,"[['RT', '@EcommNewsUpdate', 'Steve', ""Yegge's"", 'Google', 'Plus', 'Rant', '-', ""Google's"", 'Pathetic', 'Afterthought', 'http://t.co/4Tt5OsvN', '#blog', '#facebook', '#google', '#googleplus']]","[['rt', '@ecommnewsupd', 'steve', ""yegge'"", 'googl', 'plu', 'rant', '-', ""google'"", 'pathet', 'afterthought', 'http://t.co/4tt5osvn', '#blog', '#facebook', '#googl', '#googleplu']]"
1435,BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet,"[['BuzZz...:', 'Google', 'Wallet', 'Introduction', 'Video', 'http://t.co/Q00gYwQH', '#Google', '#Wallet']]","[['buzzz...:', 'googl', 'wallet', 'introduct', 'video', 'http://t.co/q00gywqh', '#googl', '#wallet']]"
1436,"Google is rolling out a suite of new changes to its Google Docs service, including 50 new features for ... http://t.co/3j4Vd8WF #Google+","[['Google', 'is', 'rolling', 'out', 'a', 'suite', 'of', 'new', 'change', 'to', 'it', 'Google', 'Docs', 'service,', 'including', '50', 'new', 'feature', 'for', '...', 'http://t.co/3j4Vd8WF', '#Google+']]","[['googl', 'is', 'roll', 'out', 'a', 'suit', 'of', 'new', 'chang', 'to', 'it', 'googl', 'doc', 'service,', 'includ', '50', 'new', 'featur', 'for', '...', 'http://t.co/3j4vd8wf', '#google+']]"
1437,"Ballmer also said that the company has a ""variety of different ways"" to respond to Hangouts, the group ... http://t.co/brBjtB86 #Google+","[['Ballmer', 'also', 'said', 'that', 'the', 'company', 'ha', 'a', '""variety', 'of', 'different', 'ways""', 'to', 'respond', 'to', 'Hangouts,', 'the', 'group', '...', 'http://t.co/brBjtB86', '#Google+']]","[['ballmer', 'also', 'said', 'that', 'the', 'compani', 'ha', 'a', '""varieti', 'of', 'differ', 'ways""', 'to', 'respond', 'to', 'hangouts,', 'the', 'group', '...', 'http://t.co/brbjtb86', '#google+']]"
1438,"As far as I can tell, Google engineer Steve Yegge never intended to become famous for criticizing the c... http://t.co/SO1rCq0y #Google+","[['As', 'far', 'a', 'I', 'can', 'tell,', 'Google', 'engineer', 'Steve', 'Yegge', 'never', 'intended', 'to', 'become', 'famous', 'for', 'criticizing', 'the', 'c...', 'http://t.co/SO1rCq0y', '#Google+']]","[['as', 'far', 'as', 'i', 'can', 'tell,', 'googl', 'engin', 'steve', 'yegg', 'never', 'intend', 'to', 'becom', 'famou', 'for', 'critic', 'the', 'c...', 'http://t.co/so1rcq0i', '#google+']]"
1439,"#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/apLj6Tsk via @engadget","[['#Google', 'confirms', '#Nexus', 'S', 'will', 'get', '#Ice_Cream_Sandwich', '--', 'for', 'real', 'this', 'time', '(#Gingerbread', 'devices,', 'too)', 'http://t.co/apLj6Tsk', 'via', '@engadget']]","[['#googl', 'confirm', '#nexu', 's', 'will', 'get', '#ice_cream_sandwich', '--', 'for', 'real', 'thi', 'time', '(#gingerbread', 'devices,', 'too)', 'http://t.co/aplj6tsk', 'via', '@engadget']]"
1440,"#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/RajAK9P2","[['#Google', 'confirms', '#Nexus', 'S', 'will', 'get', '#Ice_Cream_Sandwich', '--', 'for', 'real', 'this', 'time', '(#Gingerbread', 'devices,', 'too)', 'http://t.co/RajAK9P2']]","[['#googl', 'confirm', '#nexu', 's', 'will', 'get', '#ice_cream_sandwich', '--', 'for', 'real', 'thi', 'time', '(#gingerbread', 'devices,', 'too)', 'http://t.co/rajak9p2']]"
1441,"www.geoloco.tv - #Geoloco, future of tech, brands, ads in location revolution - 11-3 San Francisco - keynotes #Google, #Facebook, #Starbucks","[['www.geoloco.tv', '-', '#Geoloco,', 'future', 'of', 'tech,', 'brands,', 'ad', 'in', 'location', 'revolution', '-', '11-3', 'San', 'Francisco', '-', 'keynote', '#Google,', '#Facebook,', '#Starbucks']]","[['www.geoloco.tv', '-', '#geoloco,', 'futur', 'of', 'tech,', 'brands,', 'ad', 'in', 'locat', 'revolut', '-', '11-3', 'san', 'francisco', '-', 'keynot', '#google,', '#facebook,', '#starbuck']]"
1442,#Samsung Galaxy #Nexus hands-on (#video) http://t.co/w4muSKEm #android #galaxynexus #galaxynexus #google,"[['#Samsung', 'Galaxy', '#Nexus', 'hands-on', '(#video)', 'http://t.co/w4muSKEm', '#android', '#galaxynexus', '#galaxynexus', '#google']]","[['#samsung', 'galaxi', '#nexu', 'hands-on', '(#video)', 'http://t.co/w4muskem', '#android', '#galaxynexu', '#galaxynexu', '#googl']]"
1443,#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/VonJhtjE #android40 #androidbeam,"[['#Google', 'announces', '#NFC-based', '#Android', 'Beam', 'for', 'sharing', 'between', 'phone', 'http://t.co/VonJhtjE', '#android40', '#androidbeam']]","[['#googl', 'announc', '#nfc-base', '#android', 'beam', 'for', 'share', 'between', 'phone', 'http://t.co/vonjhtj', '#android40', '#androidbeam']]"
1444,#Android #Google First Official Galaxy Nexus / Ice Cream Sandwich Promo Video With Feature Highlights... http://t.co/LtrC34VG #DhilipSiva,"[['#Android', '#Google', 'First', 'Official', 'Galaxy', 'Nexus', '/', 'Ice', 'Cream', 'Sandwich', 'Promo', 'Video', 'With', 'Feature', 'Highlights...', 'http://t.co/LtrC34VG', '#DhilipSiva']]","[['#android', '#googl', 'first', 'offici', 'galaxi', 'nexu', '/', 'ice', 'cream', 'sandwich', 'promo', 'video', 'with', 'featur', 'highlights...', 'http://t.co/ltrc34vg', '#dhilipsiva']]"
1445,the announcement is in hong kong....... gotcha #icecreamsandwhich #android #galaxynexus #mynextphone #google #ics #droid,"[['the', 'announcement', 'is', 'in', 'hong', 'kong.......', 'gotcha', '#icecreamsandwhich', '#android', '#galaxynexus', '#mynextphone', '#google', '#ics', '#droid']]","[['the', 'announc', 'is', 'in', 'hong', 'kong.......', 'gotcha', '#icecreamsandwhich', '#android', '#galaxynexu', '#mynextphon', '#googl', '#ic', '#droid']]"
1446,Discover #Keywords & #Business Critical Information to be No 1 on #Google read aspenIbiz #blog post http://t.co/Rotiieo0,"[['Discover', '#Keywords', '&', '#Business', 'Critical', 'Information', 'to', 'be', 'No', '1', 'on', '#Google', 'read', 'aspenIbiz', '#blog', 'post', 'http://t.co/Rotiieo0']]","[['discov', '#keyword', '&', '#busi', 'critic', 'inform', 'to', 'be', 'no', '1', 'on', '#googl', 'read', 'aspenibiz', '#blog', 'post', 'http://t.co/rotiieo0']]"
1447,Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/wqQV4lyu #google #googlenexus,"[['Texas', 'Instruments', 'confirms', 'Galaxy', 'Nexus', 'ha', 'newer', 'OMAP4460', 'processor', 'http://t.co/wqQV4lyu', '#google', '#googlenexus']]","[['texa', 'instrument', 'confirm', 'galaxi', 'nexu', 'ha', 'newer', 'omap4460', 'processor', 'http://t.co/wqqv4lyu', '#googl', '#googlenexu']]"
1448,Android 4.0 SDK now available #google #android http://t.co/P05YR6PC,"[['Android', '4.0', 'SDK', 'now', 'available', '#google', '#android', 'http://t.co/P05YR6PC']]","[['android', '4.0', 'sdk', 'now', 'avail', '#googl', '#android', 'http://t.co/p05yr6pc']]"
1449,Android 4.0 SDK now available #google #android http://t.co/dB2Rzsu5 #neowin,"[['Android', '4.0', 'SDK', 'now', 'available', '#google', '#android', 'http://t.co/dB2Rzsu5', '#neowin']]","[['android', '4.0', 'sdk', 'now', 'avail', '#googl', '#android', 'http://t.co/db2rzsu5', '#neowin']]"
1450,Android 4.0 SDK now available #google #android http://t.co/LzJmTGQ9,"[['Android', '4.0', 'SDK', 'now', 'available', '#google', '#android', 'http://t.co/LzJmTGQ9']]","[['android', '4.0', 'sdk', 'now', 'avail', '#googl', '#android', 'http://t.co/lzjmtgq9']]"
1451,"#Google thinks your digital books belong on a digital #bookcase, digitally (video) http://t.co/Qtt22akr","[['#Google', 'think', 'your', 'digital', 'book', 'belong', 'on', 'a', 'digital', '#bookcase,', 'digitally', '(video)', 'http://t.co/Qtt22akr']]","[['#googl', 'think', 'your', 'digit', 'book', 'belong', 'on', 'a', 'digit', '#bookcase,', 'digit', '(video)', 'http://t.co/qtt22akr']]"
1452,"And my favorite, ""is @danielltosh gay?"" #Google #autocomplete","[['And', 'my', 'favorite,', '""is', '@danielltosh', 'gay?""', '#Google', '#autocomplete']]","[['and', 'my', 'favorite,', '""i', '@danielltosh', 'gay?""', '#googl', '#autocomplet']]"
1453,How do you get pink eye? #Google #autocomplete,"[['How', 'do', 'you', 'get', 'pink', 'eye?', '#Google', '#autocomplete']]","[['how', 'do', 'you', 'get', 'pink', 'eye?', '#googl', '#autocomplet']]"
1454,"#Google unveils Ice Cream Sandwich, SDK is available now http://t.co/JHGldej9","[['#Google', 'unveils', 'Ice', 'Cream', 'Sandwich,', 'SDK', 'is', 'available', 'now', 'http://t.co/JHGldej9']]","[['#googl', 'unveil', 'ice', 'cream', 'sandwich,', 'sdk', 'is', 'avail', 'now', 'http://t.co/jhgldej9']]"
1455,RT @rishij_pune: #google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawados ...,"[['RT', '@rishij_pune:', '#google', 'must', 'b', 'having', 'sum', 'underlying', 'reasoning', '4', 'naming', 'product', 'after', 'eatable', '#eclair', '#gingerbread', '#icecream', '#rawados', '...']]","[['rt', '@rishij_pune:', '#googl', 'must', 'b', 'have', 'sum', 'underli', 'reason', '4', 'name', 'product', 'after', 'eatabl', '#eclair', '#gingerbread', '#icecream', '#rawado', '...']]"
1456,#Android + #Google have all of the tools to reshape the market. I should probably take a break from all this #ICS talk. http://t.co/D6T2XYAD,"[['#Android', '+', '#Google', 'have', 'all', 'of', 'the', 'tool', 'to', 'reshape', 'the', 'market.', 'I', 'should', 'probably', 'take', 'a', 'break', 'from', 'all', 'this', '#ICS', 'talk.', 'http://t.co/D6T2XYAD']]","[['#android', '+', '#googl', 'have', 'all', 'of', 'the', 'tool', 'to', 'reshap', 'the', 'market.', 'i', 'should', 'probabl', 'take', 'a', 'break', 'from', 'all', 'thi', '#ic', 'talk.', 'http://t.co/d6t2xyad']]"
1457,"@LegiondaChosen1: Check out ""Big Hit feat. LegiondaChosen1 - I'm On 1 - Freestyle"" - http://t.co/IfxU5Za0 #Google Me!!","[['@LegiondaChosen1:', 'Check', 'out', '""Big', 'Hit', 'feat.', 'LegiondaChosen1', '-', ""I'm"", 'On', '1', '-', 'Freestyle""', '-', 'http://t.co/IfxU5Za0', '#Google', 'Me!!']]","[['@legiondachosen1:', 'check', 'out', '""big', 'hit', 'feat.', 'legiondachosen1', '-', ""i'm"", 'on', '1', '-', 'freestyle""', '-', 'http://t.co/ifxu5za0', '#googl', 'me!!']]"
1458,On Google+ then go here http://t.co/5tbv933W #GPlus #Googleplus #Google #teamfollowback #socialnetwork,"[['On', 'Google+', 'then', 'go', 'here', 'http://t.co/5tbv933W', '#GPlus', '#Googleplus', '#Google', '#teamfollowback', '#socialnetwork']]","[['on', 'google+', 'then', 'go', 'here', 'http://t.co/5tbv933w', '#gplu', '#googleplu', '#googl', '#teamfollowback', '#socialnetwork']]"
1459,#google #icecream #galaxy #nexus http://t.co/gkoHBpN8,"[['#google', '#icecream', '#galaxy', '#nexus', 'http://t.co/gkoHBpN8']]","[['#googl', '#icecream', '#galaxi', '#nexu', 'http://t.co/gkohbpn8']]"
1460,RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/gVbdhLiu by @MeghanKel,"[['RT', '@VentureBeat:', '#Google', 'release', 'an', 'Infinite', 'Digital', 'Bookcase', 'http://t.co/gVbdhLiu', 'by', '@MeghanKel']]","[['rt', '@venturebeat:', '#googl', 'releas', 'an', 'infinit', 'digit', 'bookcas', 'http://t.co/gvbdhliu', 'by', '@meghankel']]"
1461,Why are manhole covers round? #Google #autocomplete,"[['Why', 'are', 'manhole', 'cover', 'round?', '#Google', '#autocomplete']]","[['whi', 'are', 'manhol', 'cover', 'round?', '#googl', '#autocomplet']]"
1462,RT @NeowinFeed Google shows off new Ice Cream Sandwich features #google #android http://t.co/TAJFjSD9 #neowin,"[['RT', '@NeowinFeed', 'Google', 'show', 'off', 'new', 'Ice', 'Cream', 'Sandwich', 'feature', '#google', '#android', 'http://t.co/TAJFjSD9', '#neowin']]","[['rt', '@neowinfe', 'googl', 'show', 'off', 'new', 'ice', 'cream', 'sandwich', 'featur', '#googl', '#android', 'http://t.co/tajfjsd9', '#neowin']]"
1463,"China Machado, I was googling earlier the women that resembles my momma) #iphoneartists #conceptualart #google http://t.co/TZvjaQlI","[['China', 'Machado,', 'I', 'wa', 'googling', 'earlier', 'the', 'woman', 'that', 'resembles', 'my', 'momma)', '#iphoneartists', '#conceptualart', '#google', 'http://t.co/TZvjaQlI']]","[['china', 'machado,', 'i', 'wa', 'googl', 'earlier', 'the', 'women', 'that', 'resembl', 'my', 'momma)', '#iphoneartist', '#conceptualart', '#googl', 'http://t.co/tzvjaqli']]"
1464,"RT @Div_Spartan: Fellow Michiganders, do the right thing. Get online! #Google helping #Michigan businesses get online http://t.co/npz2KwmQ","[['RT', '@Div_Spartan:', 'Fellow', 'Michiganders,', 'do', 'the', 'right', 'thing.', 'Get', 'online!', '#Google', 'helping', '#Michigan', 'business', 'get', 'online', 'http://t.co/npz2KwmQ']]","[['rt', '@div_spartan:', 'fellow', 'michiganders,', 'do', 'the', 'right', 'thing.', 'get', 'online!', '#googl', 'help', '#michigan', 'busi', 'get', 'onlin', 'http://t.co/npz2kwmq']]"
1465,RT @jessvpeterson: Ever post something to the wrong circles?  #google+,"[['RT', '@jessvpeterson:', 'Ever', 'post', 'something', 'to', 'the', 'wrong', 'circles?', '#google+']]","[['rt', '@jessvpeterson:', 'ever', 'post', 'someth', 'to', 'the', 'wrong', 'circles?', '#google+']]"
1466,#Samsung #google #nexus,"[['#Samsung', '#google', '#nexus']]","[['#samsung', '#googl', '#nexu']]"
1467,DAMN!!! #Galaxy #Nexus #Google #Android http://t.co/DL3cNtEU time for me to upgrade my Nexus S xD,"[['DAMN!!!', '#Galaxy', '#Nexus', '#Google', '#Android', 'http://t.co/DL3cNtEU', 'time', 'for', 'me', 'to', 'upgrade', 'my', 'Nexus', 'S', 'xD']]","[['damn!!!', '#galaxi', '#nexu', '#googl', '#android', 'http://t.co/dl3cnteu', 'time', 'for', 'me', 'to', 'upgrad', 'my', 'nexu', 's', 'xd']]"
1468,Anyone use #Google+?,"[['Anyone', 'use', '#Google+?']]","[['anyon', 'use', '#google+?']]"
1469,Galaxy Nexus #GalaxyNexus #Android #Google http://t.co/AWJHxwGT #followme,"[['Galaxy', 'Nexus', '#GalaxyNexus', '#Android', '#Google', 'http://t.co/AWJHxwGT', '#followme']]","[['galaxi', 'nexu', '#galaxynexu', '#android', '#googl', 'http://t.co/awjhxwgt', '#followm']]"
1470,Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google,"[['Android', 'Ice', 'Cream', 'Sandwich', 'add', 'Face', 'Unlock', 'feature', 'http://t.co/45HxZE0o', '#Tech', '#google']]","[['android', 'ice', 'cream', 'sandwich', 'add', 'face', 'unlock', 'featur', 'http://t.co/45hxze0o', '#tech', '#googl']]"
1471,#Google releases an Infinite Digital Bookcase http://t.co/12AuhZ6o by @MeghanKel,"[['#Google', 'release', 'an', 'Infinite', 'Digital', 'Bookcase', 'http://t.co/12AuhZ6o', 'by', '@MeghanKel']]","[['#googl', 'releas', 'an', 'infinit', 'digit', 'bookcas', 'http://t.co/12auhz6o', 'by', '@meghankel']]"
1472,"#Google encrypts search data against hackers, marketers 'howl': http://t.co/nFwcQD9R | #divisions","[['#Google', 'encrypts', 'search', 'data', 'against', 'hackers,', 'marketer', ""'howl':"", 'http://t.co/nFwcQD9R', '|', '#divisions']]","[['#googl', 'encrypt', 'search', 'data', 'against', 'hackers,', 'market', ""'howl':"", 'http://t.co/nfwcqd9r', '|', '#divis']]"
1473,#Google Android Ice Cream Sandwich OS http://t.co/VhntGols #technology #androidicecream #nexusprime #sandwichos,"[['#Google', 'Android', 'Ice', 'Cream', 'Sandwich', 'OS', 'http://t.co/VhntGols', '#technology', '#androidicecream', '#nexusprime', '#sandwichos']]","[['#googl', 'android', 'ice', 'cream', 'sandwich', 'os', 'http://t.co/vhntgol', '#technolog', '#androidicecream', '#nexusprim', '#sandwicho']]"
1474,#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva,"[['#Android', '#Google', 'Video:', 'Samsung', 'Galaxy', 'Nexus', 'Announcement', 'and', 'Official', 'Promo', 'http://t.co/4ErExB4T', '#DhilipSiva']]","[['#android', '#googl', 'video:', 'samsung', 'galaxi', 'nexu', 'announc', 'and', 'offici', 'promo', 'http://t.co/4erexb4t', '#dhilipsiva']]"
1475,"#Android #Google ICS Has Completely Revamped Your Contacts Into The ""People"" app http://t.co/QDoGji0U #DhilipSiva","[['#Android', '#Google', 'ICS', 'Has', 'Completely', 'Revamped', 'Your', 'Contacts', 'Into', 'The', '""People""', 'app', 'http://t.co/QDoGji0U', '#DhilipSiva']]","[['#android', '#googl', 'ic', 'ha', 'complet', 'revamp', 'your', 'contact', 'into', 'the', '""people""', 'app', 'http://t.co/qdogji0u', '#dhilipsiva']]"
1476,http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,"[['http://t.co/pUvXwjjc', 'Is', 'it', '#Google', '#bookmark', 'or', '#links', 'that', 'bring', 'site', '#traffic', 'blogspot', 'http://t.co/KPdXWPEB', 'wp', 'http://t.co/31g0geqy']]","[['http://t.co/puvxwjjc', 'is', 'it', '#googl', '#bookmark', 'or', '#link', 'that', 'bring', 'site', '#traffic', 'blogspot', 'http://t.co/kpdxwpeb', 'wp', 'http://t.co/31g0geqi']]"
